Beats Per Minute (BPM),Danceability,Valence,Acousticness,Speechiness,Popularity
1.0,-0.17181301203411312,0.15426766135134448,-0.12772382509356847,0.20618779876087057,-0.0650652403950132
-0.17181301203411312,1.0,0.5079155351666224,-0.08430216391967117,-0.053102319844718776,0.14483608444655316
0.15426766135134448,0.5079155351666224,1.0,-0.38395584321977383,0.004780043330730697,0.20495378952668994
-0.12772382509356847,-0.08430216391967117,-0.38395584321977383,1.0,-0.15743267324599533,-0.20550328900626322
0.20618779876087057,-0.053102319844718776,0.004780043330730697,-0.15743267324599533,1.0,0.0659152954526592
-0.0650652403950132,0.14483608444655316,0.20495378952668994,-0.20550328900626322,0.0659152954526592,1.0
